strain	strain_name	date	host	country	virus	subtype	type	sequence_locus
KT717708	MERS_CoV/KOR/CNUH_SNU/172_06_2015	2015-06-XX	Human	South_Korea	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KT868877	MERS_CoV/KOR/CNUH_SNU/172_06_2015	2015-06-22	Human	South_Korea	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KT001382	MERS_CoV/KOR/KNIH/001_05_2015	2015-05-19	Human	South_Korea	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KT001389	MERS_CoV/KOR/KNIH/001_05_2015	2015-05-19	Human	South_Korea	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KT182958	MERS_CoV/KOR/KNIH/001_05_2015	2015-05-19	Human	South_Korea	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KT001383	MERS_CoV/KOR/KNIH/002_05_2015	2015-05-20	Human	South_Korea	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KT001390	MERS_CoV/KOR/KNIH/002_05_2015	2015-05-20	Human	South_Korea	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KT029139	MERS_CoV/KOR/KNIH/002_05_2015	2015-05-20	Human	South_Korea	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KT001384	MERS_CoV/KOR/KNIH/003_05_2015	2015-05-20	Human	South_Korea	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KT001391	MERS_CoV/KOR/KNIH/003_05_2015	2015-05-20	Human	South_Korea	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KT001385	MERS_CoV/KOR/KNIH/004_05_2015	2015-05-25	Human	South_Korea	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KT001392	MERS_CoV/KOR/KNIH/004_05_2015	2015-05-25	Human	South_Korea	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KT001386	MERS_CoV/KOR/KNIH/005_05_2015	2015-05-26	Human	South_Korea	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KT001387	MERS_CoV/KOR/KNIH/006_05_2015	2015-05-27	Human	South_Korea	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KT001393	MERS_CoV/KOR/KNIH/006_05_2015	2015-05-27	Human	South_Korea	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KT001388	MERS_CoV/KOR/KNIH/007_05_2015	2015-05-27	Human	South_Korea	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KT182953	MERS_CoV/KOR/KNIH/009_05_2015	2015-05-28	Human	South_Korea	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KT182954	MERS_CoV/KOR/KNIH/012_05_2015	2015-05-28	Human	South_Korea	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KT182955	MERS_CoV/KOR/KNIH/013_05_2015	2015-05-28	Human	South_Korea	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KT182956	MERS_CoV/KOR/KNIH/015_05_2015	2015-05-30	Human	South_Korea	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KT182957	MERS_CoV/KOR/KNIH/042_05_2015	2015-05-30	Human	South_Korea	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KX034093	MERS_CoV/KOR/Seoul/014_2015	2015-05-30	Human	South_Korea	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KX034094	MERS_CoV/KOR/Seoul/050_1_2015	2015-06-11	Human	South_Korea	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KX034095	MERS_CoV/KOR/Seoul/066_2015	2015-06-04	Human	South_Korea	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KX034096	MERS_CoV/KOR/Seoul/077_2_2015	2015-06-17	Human	South_Korea	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KX034097	MERS_CoV/KOR/Seoul/080_3_2015	2015-06-17	Human	South_Korea	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KX034098	MERS_CoV/KOR/Seoul/162_1_2015	2015-06-22	Human	South_Korea	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KX034099	MERS_CoV/KOR/Seoul/169_2015	2015-06-26	Human	South_Korea	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KX034100	MERS_CoV/KOR/Seoul/177_3_2015	2015-07-03	Human	South_Korea	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KX150500	MERS_IQ.1	2016-02-20	Human	Iraq	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KX150501	MERS_IQ.2	2016-02-20	Human	Iraq	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KX150502	MERS_IQ.3	2016-02-20	Human	Iraq	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KF192507	Munich	2013-XX-XX	Human	United_Arab_Emirates	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KP769415	MyH010414	2014-04-13	Human	Malaysia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KJ858497	Netherlands_1_2014	2014-05-13	Human	Netherlands	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KJ858498	Netherlands_1_2014	2014-05-13	Human	Netherlands	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KJ858499	Netherlands_1_2014	2014-05-13	Human	Netherlands	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KJ858500	Netherlands_1_2014	2014-05-13	Human	Netherlands	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KJ858495	Netherlands_2_2014	2014-05-14	Human	Netherlands	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KJ858496	Netherlands_2_2014	2014-05-14	Human	Netherlands	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KP984457	PHL_0846	2015-02-11	Human	Philippines	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KP984458	PHL_0846	2015-02-11	Human	Philippines	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KF961221	Qatar3	2013-10-13	Human	Qatar	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KF961222	Qatar4	2013-10-17	Human	Qatar	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KT624239	Riyadh_11/2014	2008-12-15	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KT624243	Riyadh_11/2014	2008-12-15	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KT624247	Riyadh_11/2014	2008-12-15	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KT624251	Riyadh_11/2014	2008-12-15	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KJ156891	Riyadh_10a_2013	2013-08-05	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KJ156936	Riyadh_10b_2013	2013-08-05	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KJ156907	Riyadh_10c_2013	2013-08-05	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KT357796	Riyadh_1104/KSA/2014	2014-XX-XX	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KT357802	Riyadh_111/KSA/2014	2014-XX-XX	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KT357799	Riyadh_1116/KSA/2014	2014-XX-XX	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KT357804	Riyadh_1147/KSA/2014	2014-XX-XX	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KT357806	Riyadh_1158/KSA/2014	2014-XX-XX	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KT357807	Riyadh_1162/KSA/2014	2014-XX-XX	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KT357808	Riyadh_1164/KSA/2014	2014-XX-XX	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KT357798	Riyadh_1168/KSA/2014	2014-XX-XX	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KT357809	Riyadh_1172/KSA/2014	2014-XX-XX	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KT357810	Riyadh_1175/KSA/2014	2014-XX-XX	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KT357800	Riyadh_1182/KSA/2014	2014-XX-XX	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KJ156946	Riyadh_11a_2013	2013-08-06	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KJ156911	Riyadh_11b_2013	2013-08-06	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KT357801	Riyadh_1251/KSA/2014	2014-XX-XX	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KJ156926	Riyadh_12a_2013	2013-08-08	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KJ156901	Riyadh_12b_2013	2013-08-08	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KT357811	Riyadh_1337/KSA/2014	2014-XX-XX	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KT357812	Riyadh_1340/KSA/2014	2014-XX-XX	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KJ156888	Riyadh_13a_2013	2013-08-13	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KJ156873	Riyadh_13b_2013	2013-08-13	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KJ156934	Riyadh_14_2013	2013-08-15	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KJ156914	Riyadh_15a_2013	2013-08-19	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KJ156877	Riyadh_15b_2013	2013-08-19	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KJ156878	Riyadh_15c_2013	2013-08-19	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KJ156859	Riyadh_15d_2013	2013-08-19	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KJ156933	Riyadh_15e_2013	2013-08-19	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KJ156953	Riyadh_15f_2013	2013-08-19	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KJ156918	Riyadh_17a_2013	2013-08-26	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KJ156920	Riyadh_17b_2013	2013-08-26	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KJ156865	Riyadh_17c_2013	2013-08-26	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KF600612	Riyadh_1_2012	2012-10-23	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KM027277	Riyadh_2014KSA_042/KSA/2014	2014-XX-XX	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KM027278	Riyadh_2014KSA_057/KSA/2014	2014-XX-XX	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KM027279	Riyadh_2014KSA_059/KSA/2014	2014-XX-XX	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KM027280	Riyadh_2014KSA_150/KSA/2014	2014-XX-XX	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KM027281	Riyadh_2014KSA_158/KSA/2014	2014-XX-XX	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KM027282	Riyadh_2014KSA_166/KSA/2014	2014-XX-XX	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KM027283	Riyadh_2014KSA_167/KSA/2014	2014-XX-XX	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KM027284	Riyadh_2014KSA_345/KSA/2014	2014-XX-XX	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KM027285	Riyadh_2014KSA_349/KSA/2014	2014-XX-XX	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KM027286	Riyadh_2014KSA_351/KSA/2014	2014-XX-XX	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KM027287	Riyadh_2014KSA_359/KSA/2014	2014-XX-XX	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KM027288	Riyadh_2014KSA_551/KSA/2014	2014-XX-XX	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KM027289	Riyadh_2014KSA_564/KSA/2014	2014-XX-XX	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KM027262	Riyadh_2014KSA_683/KSA/2014	2014-04-22	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KM027290	Riyadh_2014KSA_686/KSA/2014	2014-XX-XX	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KM027291	Riyadh_2014KSA_693/KSA/2014	2014-XX-XX	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KM027292	Riyadh_2014KSA_695/KSA/2014	2014-XX-XX	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KF600652	Riyadh_2_2012	2012-10-30	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KT357794	Riyadh_378/KSA/2014	2014-XX-XX	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KF600613	Riyadh_3_2013	2013-02-05	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KJ156952	Riyadh_4_2013	2013-03-01	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KT357795	Riyadh_578/KSA/2014	2014-XX-XX	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KJ156944	Riyadh_5_2013	2013-07-02	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KT357803	Riyadh_688/KSA/2014	2014-XX-XX	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KT357797	Riyadh_692/KSA/2014	2014-XX-XX	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KJ156879	Riyadh_6a_2013	2013-07-02	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KJ156947	Riyadh_6b_2013	2013-07-02	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KJ156890	Riyadh_6c_2013	2013-07-02	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KJ156908	Riyadh_6d_2013	2013-07-02	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KJ156927	Riyadh_6e_2013	2013-07-02	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KJ156937	Riyadh_7a_2013	2013-07-15	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KJ156905	Riyadh_7b_2013	2013-07-15	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KJ156880	Riyadh_8a_2013	2013-07-17	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KJ156942	Riyadh_8b_2013	2013-07-17	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KJ156869	Riyadh_9_2013	2013-07-17	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KJ156949	Taif_1_2013	2013-06-12	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KJ156896	Taif_2a_2013	2013-06-12	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KJ156876	Taif_2b_2013	2013-06-12	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KJ156938	Taif_3a_2013	2013-06-13	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KJ156897	Taif_3b_2013	2013-06-13	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KJ156922	Taif_3c_2013	2013-06-13	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KJ156868	Taif_3d_2013	2013-06-13	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KJ156921	Taif_3e_2013	2013-06-13	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KJ156915	Taif_3f_2013	2013-06-13	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KJ156906	Taif_3g_2013	2013-06-13	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KJ156886	Taif_4a_2013	2013-06-13	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KJ156871	Taif_4b_2013	2013-06-13	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KF811035	Tunisia_Qatar_2013	2013-05-08	Human	Tunisia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KF811036	Tunisia_Qatar_2013	2013-05-08	Human	Tunisia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
KJ156881	Wadi_Ad_Dawasir_1_2013	2013-06-12	Human	Saudi_Arabia	Middle_East_respiratory_syndrome_coronavirus	None	None	full
AY427439	AS	2003-XX-XX	Human	NA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
AY278488	BJ01	2003-XX-XX	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
AY278487	BJ02	2003-XX-XX	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
AY279354	BJ04	2003-XX-XX	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
AY714217	CDC#200301157	2003-XX-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
AY345986	CUHK_AG01	2003-XX-XX	Human	Hong_Kong	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
AY345987	CUHK_AG02	2003-XX-XX	Human	Hong_Kong	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
AY345988	CUHK_AG03	2003-XX-XX	Human	Hong_Kong	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
AY282752	CUHK_Su10	2003-XX-XX	Human	NA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
AY278554	CUHK_W1	2003-XX-XX	Human	Hong_Kong	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
AY310120	FRA	2003-XX-XX	Human	NA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
AY291315	Frankfurt_1	2003-XX-XX	Human	NA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
AY278489	GD01	2003-XX-XX	Human	NA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
AY313906	GD69	2003-XX-XX	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
DQ640652	GDH_BJH01	NA	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
AY390556	GZ02	2003-XX-XX	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
AY568539	GZ0401	2004-XX-XX	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
AY613947	GZ0402	2004-XX-XX	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
AY304495	GZ50	2003-XX-XX	Human	Hong_Kong	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
AY394993	HGZ8L2	2003-XX-XX	Human	NA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
AY278491	HKU_39849	2003-XX-XX	Human	Hong_Kong	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
AY323977	HSR_1	NA	Human	Italy	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
AY394995	HSZ_Cc	2003-XX-XX	Human	NA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
AY394991	HZS2_Fc	2003-XX-XX	Human	NA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
AY395002	LC5	2003-XX-XX	Human	NA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
FJ882963	P2	2004-08-10	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
AY559081	Sin842	2003-XX-XX	Human	Singapore	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
AY559094	Sin846	2003-XX-XX	Human	Singapore	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
AY559085	Sin848	2003-XX-XX	Human	Singapore	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
AY559086	Sin849	2003-XX-XX	Human	Singapore	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
AY559096	Sin850	2003-XX-XX	Human	Singapore	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
AY559082	Sin852	2003-XX-XX	Human	Singapore	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
AY485277	Sino1_11	NA	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
AY485278	Sino3_11	NA	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
AY461660	SoD	NA	Human	Russia	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
AY291451	TW1	2003-XX-XX	Human	Taiwan	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
AY502923	TW10	2003-XX-XX	Human	Taiwan	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
AY502924	TW11	2003-XX-XX	Human	Taiwan	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
AY502925	TW2	2003-XX-XX	Human	Taiwan	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
AY502926	TW3	2003-XX-XX	Human	Taiwan	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
AY502927	TW4	2003-XX-XX	Human	Taiwan	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
AY502928	TW5	2003-XX-XX	Human	Taiwan	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
AY502929	TW6	2003-XX-XX	Human	Taiwan	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
AY502930	TW7	2003-XX-XX	Human	Taiwan	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
AY502931	TW8	2003-XX-XX	Human	Taiwan	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
AY502932	TW9	2003-XX-XX	Human	Taiwan	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
AP006557	TWH	NA	Human	Taiwan	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
AP006558	TWJ	NA	Human	Taiwan	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
AP006559	TWK	NA	Human	Taiwan	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
AP006560	TWS	NA	Human	Taiwan	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
AP006561	TWY	NA	Human	Taiwan	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
AY394850	WHU	2003-XX-XX	Human	NA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
DQ182595	ZJ0301	2003-04-21	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
AY395003	ZS_C	2003-XX-XX	Human	NA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
JN247391	WHU	2005-05-10	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
JN247392	WHU	2005-05-10	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
JN247393	WHU	2005-05-10	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
JN247394	WHU	2005-05-10	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
JN247395	WHU	2005-05-10	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
JN247396	WHU	2005-05-10	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
JN247397	WHU	2005-05-10	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
GU553363	HKU_39849	2003-06-07	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
GU553364	HKU_39849	2003-06-07	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MK062179	Urbani	2017-05-27	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MK062180	Urbani	2017-05-28	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MK062181	Urbani	2017-05-29	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MK062182	Urbani	2017-05-30	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MK062183	Urbani	2017-05-31	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MK062184	Urbani	2017-06-01	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT008022	2019_nCoV/Italy_INMI1	2020-01-XX	Human	Italy	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT008023	2019_nCoV/Italy_INMI2	2020-01-XX	Human	Italy	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MN988668	2019_nCoV_WHU01	2020-01-02	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MN988669	2019_nCoV_WHU02	2020-01-02	Human	China	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
LC521925	2019_nCoV/Japan/AI/I_004/2020	2020-01-XX	Human	Japan	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
LC522972	2019_nCoV/Japan/KY/V_029/2020	2020-01-XX	Human	Japan	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
LC522973	2019_nCoV/Japan/TY/WK_012/2020	2020-01-XX	Human	Japan	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
LC522974	2019_nCoV/Japan/TY/WK_501/2020	2020-01-XX	Human	Japan	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
LC522975	2019_nCoV/Japan/TY/WK_521/2020	2020-01-XX	Human	Japan	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MN997409	2019_nCoV/USA_AZ1/2020	2020-01-22	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MN994467	2019_nCoV/USA_CA1/2020	2020-01-23	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MN994468	2019_nCoV/USA_CA2/2020	2020-01-22	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT027062	2019_nCoV/USA_CA3/2020	2020-01-29	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT027063	2019_nCoV/USA_CA4/2020	2020-01-29	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT027064	2019_nCoV/USA_CA5/2020	2020-01-29	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
